age,gender,marital_status,dependents,education,employment_status,years_employed,self_employed,residence_type,housing_status,city,state,country,monthly_income,annual_income,existing_emi,savings,bank_balance,loan_amount,loan_purpose,loan_term,interest_rate,collateral_available,coapplicant_income,credit_score,past_loan_defaults,credit_card_holder,num_open_accounts,current_debt,debt_to_income_ratio,cibil_score,vehicle_ownership,property_ownership,business_ownership,existing_loans,pan_verified,aadhaar_verified,income_tax_filed,bank_statement_available,salary_slips_available,loan_approved
52,Male,Married,1,Graduate,Unemployed,12,0,Rented,Owned,Hyderabad,Telangana,India,57272,770261,5819,102338,259042,614640,Medical,60,11.1244241682728,0,20877,711,0,0,4,32623,0.5368057228607278,720,0,1,0,1,0,0,0,0,0,0
62,Male,Married,3,High School,Employed,15,0,Owned,Owned,Bengaluru,Tamil Nadu,India,89932,942732,7408,318033,194528,223781,Medical,36,12.286808623295528,1,32190,773,0,0,1,341660,0.28541240855121824,900,0,1,1,3,0,0,1,0,0,0
27,Male,Single,3,Graduate,Self Employed,8,1,Rented,Rented,Hyderabad,Karnataka,India,101610,858379,13186,243024,167282,501071,Business,12,15.652852151482264,1,15996,735,0,0,6,395265,0.12878269999583944,868,0,0,0,3,0,0,0,0,1,0
56,Female,Single,1,High School,Unemployed,3,0,Owned,Owned,Mumbai,Delhi,India,48513,886786,13838,581604,177049,619703,Medical,12,13.116987763358589,0,37820,688,0,0,11,269992,0.17372417284404118,606,0,1,0,0,0,0,0,0,0,0
28,Female,Married,2,High School,Self Employed,6,0,Rented,Rented,Delhi,Maharashtra,India,59205,717938,16390,391920,206591,400444,Home,36,10.847042945650966,1,0,888,0,1,3,256558,0.45871204993254655,742,0,1,0,1,0,0,0,0,1,0
57,Female,Married,3,Graduate,Employed,8,0,Rented,Rented,Bengaluru,Maharashtra,India,72720,569523,10553,142813,90054,634356,Vehicle,60,15.561383037890788,1,0,797,0,1,2,235932,0.7802378664164852,744,0,0,0,0,0,0,0,0,0,0
42,Other,Single,0,Postgraduate,Employed,18,0,Owned,Rented,Mumbai,Tamil Nadu,India,75705,679478,7339,381230,156294,629510,Education,24,13.752036046222727,0,26856,753,0,0,11,149273,0.6316231803573066,694,1,0,0,4,0,0,0,0,0,0
22,Other,Married,3,Postgraduate,Employed,2,0,Rented,Mortgaged,Mumbai,Telangana,India,53507,275056,6482,305415,333912,581194,Vehicle,60,10.495603926115026,0,5175,796,0,1,11,169533,0.642809869144558,701,0,1,0,4,1,0,0,0,0,0
68,Other,Married,0,Postgraduate,Self Employed,6,0,Owned,Owned,Delhi,Maharashtra,India,106437,1032584,0,485696,88492,446375,Education,36,15.29884576601672,1,39520,642,0,0,10,271618,0.5646509853628726,681,0,0,1,2,0,0,0,0,0,1
29,Male,Married,0,Graduate,Employed,12,0,Owned,Rented,Chennai,Tamil Nadu,India,74286,409450,16038,155598,46114,191513,Home,12,11.081596733520742,0,31048,900,0,0,11,87544,0.7324416928472453,900,0,1,1,4,0,0,0,0,0,0
50,Male,Married,1,Graduate,Employed,4,1,Rented,Rented,Chennai,Karnataka,India,76690,714705,6068,283961,171978,433107,Medical,36,12.371584566883632,1,34050,600,0,0,11,79231,0.6148215236794466,674,0,0,0,3,0,0,0,0,0,0
30,Male,Married,0,Graduate,Unemployed,17,0,Owned,Owned,Mumbai,Maharashtra,India,103695,974413,11035,232163,33026,488734,Home,24,12.094171342673128,1,25613,732,0,1,11,142253,0.280854387609827,757,0,1,0,4,0,0,1,0,0,0
66,Female,Married,3,Postgraduate,Employed,18,0,Owned,Owned,Mumbai,Delhi,India,55120,1031819,12073,260526,10000,50000,Business,24,15.427231549743903,1,3940,688,0,0,11,242344,0.4496375996195303,441,1,1,0,4,0,0,0,0,0,0
57,Male,Divorced,3,High School,Employed,7,0,Owned,Owned,Chennai,Delhi,India,63054,247604,528,90664,135219,487231,Medical,48,10.492475195507383,1,0,684,0,0,9,97736,0.3830400974218081,810,0,0,0,2,0,0,0,1,1,1
60,Female,Married,1,Postgraduate,Employed,14,0,Owned,Owned,Delhi,Tamil Nadu,India,37426,752445,2459,353664,368320,428703,Medical,24,10.999800601497345,0,32943,670,0,0,4,158585,0.21577357267612185,850,0,0,1,2,0,0,0,0,1,1
42,Female,Married,3,Postgraduate,Employed,15,0,Rented,Owned,Chennai,Delhi,India,61208,917923,17282,325233,174981,164742,Business,60,13.451201375029825,1,0,635,0,0,6,169865,0.2556639453184883,604,0,1,1,3,0,0,1,0,0,0
44,Male,Married,3,High School,Employed,13,0,Owned,Owned,Delhi,Telangana,India,32243,795604,9742,481340,203215,376738,Education,60,15.149617771852654,0,34018,850,0,0,5,83872,0.2996097517628914,663,1,1,0,0,0,0,0,0,0,0
52,Male,Married,3,Postgraduate,Employed,3,1,Owned,Rented,Delhi,Delhi,India,81452,1183222,4516,248195,10000,381393,Home,48,9.361630680016402,1,23035,587,0,0,6,0,0.2215505654946004,769,0,0,1,1,0,0,0,1,0,0
59,Male,Single,3,Graduate,Employed,0,0,Owned,Owned,Delhi,Maharashtra,India,74239,533457,7241,175868,236956,874620,Vehicle,12,10.074126391790909,1,14084,828,0,1,8,82481,0.252115879465012,722,0,0,1,2,0,0,0,0,0,0
62,Male,Married,2,High School,Employed,6,1,Rented,Owned,Delhi,Maharashtra,India,58904,165287,14517,392072,192137,498426,Home,60,15.610258618631722,1,20304,791,0,0,3,204784,0.741475352716646,771,0,0,0,1,0,0,0,0,1,0
22,Female,Married,0,Graduate,Employed,2,1,Owned,Owned,Chennai,Karnataka,India,62790,1023097,13605,107043,93561,677929,Vehicle,36,14.32972828303323,1,20583,678,0,0,1,226183,0.3402674457465415,688,1,0,1,2,0,0,1,0,0,0
53,Female,Divorced,3,Graduate,Employed,5,1,Owned,Owned,Bengaluru,Karnataka,India,81752,618874,0,445297,203406,424080,Medical,48,11.095523256159122,0,12571,778,0,1,7,226964,0.6792616827083808,900,1,0,0,4,0,0,0,0,0,1
27,Female,Married,2,Postgraduate,Employed,12,0,Owned,Mortgaged,Chennai,Tamil Nadu,India,40012,252437,17805,444911,202115,50000,Vehicle,12,11.182261060597211,1,32108,702,0,0,11,237909,0.14507296102932277,646,0,0,1,3,0,0,0,0,0,0
35,Male,Married,3,High School,Employed,11,0,Owned,Owned,Mumbai,Karnataka,India,69491,732446,13796,476310,42266,597915,Vehicle,48,12.021504029997516,1,31696,598,0,0,10,120492,0.7872665727149816,900,1,0,0,4,0,0,0,0,0,0
61,Male,Divorced,3,Graduate,Employed,4,0,Rented,Owned,Bengaluru,Maharashtra,India,80389,1149167,7085,317792,223140,305198,Business,24,13.553496248145205,0,16867,600,0,0,1,100142,0.6353542189027476,856,1,1,0,4,0,0,0,1,0,0
34,Male,Married,0,Graduate,Self Employed,0,0,Owned,Owned,Bengaluru,Delhi,India,25789,401024,849,162430,335627,376167,Education,48,12.707808284885246,0,7800,792,0,0,7,215630,0.7347012469515265,811,0,1,0,1,0,0,0,0,0,1
60,Female,Single,1,Graduate,Employed,4,0,Owned,Owned,Hyderabad,Karnataka,India,80068,1480798,14324,269653,150367,218346,Business,24,14.320899643738407,1,30671,786,0,0,6,159883,0.46813796010569486,605,0,1,0,3,0,0,0,0,0,0
44,Female,Single,0,Graduate,Employed,9,0,Rented,Rented,Bengaluru,Delhi,India,28170,528635,10858,318412,67212,466008,Medical,60,8.90625093835106,1,0,746,0,0,5,266172,0.5441765427402365,820,0,1,0,1,0,1,0,0,1,0
33,Male,Single,0,Graduate,Unemployed,15,0,Owned,Rented,Mumbai,Tamil Nadu,India,62412,806103,0,149174,156914,684339,Vehicle,48,14.642805568863773,0,20326,676,0,0,8,216230,0.3525733205374869,786,0,0,0,4,1,0,1,0,0,1
38,Female,Single,3,Postgraduate,Employed,7,1,Owned,Owned,Chennai,Telangana,India,39405,414260,6607,489960,291099,655202,Vehicle,36,8.935385138143493,0,23874,699,0,0,5,301962,0.402421854681684,486,1,0,0,0,0,0,1,1,0,0
47,Male,Married,3,High School,Employed,5,0,Owned,Rented,Mumbai,Delhi,India,96487,792483,26757,354415,20578,798961,Medical,36,15.10730443766327,1,5059,684,0,1,11,135774,0.6255199700299904,565,0,0,0,1,0,0,0,0,0,0
58,Female,Married,3,Graduate,Employed,11,1,Owned,Owned,Hyderabad,Karnataka,India,39543,739875,8099,89399,255212,830151,Home,12,8.824408265106241,1,26685,527,0,1,10,281415,0.13497804799923366,759,0,0,0,4,0,0,1,0,0,0
51,Male,Married,3,Graduate,Employed,1,0,Rented,Mortgaged,Delhi,Telangana,India,28695,333151,3548,588917,91858,50000,Home,24,9.45874323534102,1,14683,726,1,0,8,373294,0.12558593477971114,705,0,1,0,1,0,0,0,0,0,1
66,Male,Single,2,Graduate,Employed,4,0,Rented,Rented,Chennai,Delhi,India,67933,1627748,1949,267530,211468,187403,Medical,48,9.851382788627859,0,8451,777,0,0,6,185105,0.7124447334099511,663,0,1,0,3,0,0,0,0,0,1
63,Female,Married,2,Graduate,Self Employed,0,1,Rented,Owned,Chennai,Karnataka,India,55898,631398,18632,53061,106636,52197,Business,60,10.172880866047366,1,26558,727,0,1,7,227434,0.17700534803462586,838,0,1,1,1,1,0,0,1,0,0
58,Male,Single,3,Postgraduate,Self Employed,10,1,Rented,Rented,Bengaluru,Delhi,India,31898,631661,13086,100554,106287,589024,Vehicle,60,11.513215544426902,1,1971,900,0,0,10,91599,0.6047209645379111,622,0,0,0,1,0,0,1,0,0,0
50,Male,Divorced,2,Postgraduate,Employed,8,0,Owned,Mortgaged,Bengaluru,Tamil Nadu,India,76567,1070710,16444,517801,378002,297522,Vehicle,12,13.416115051579586,1,25430,609,0,0,4,264935,0.23967995810826076,669,0,0,0,3,0,0,0,0,0,0
35,Male,Single,2,Postgraduate,Employed,11,1,Owned,Owned,Mumbai,Tamil Nadu,India,21187,1324276,9489,578497,10000,342380,Education,24,15.194525364308335,1,0,647,0,0,10,287260,0.3563462204929685,648,1,1,0,3,0,0,0,0,0,0
41,Male,Married,0,Graduate,Employed,12,0,Owned,Mortgaged,Mumbai,Maharashtra,India,42202,1117931,15524,431707,243097,402348,Home,48,12.433771076023564,1,18428,734,0,0,7,133026,0.3054848736085854,776,0,0,0,1,0,0,0,0,0,0
27,Female,Single,2,Postgraduate,Employed,7,1,Rented,Mortgaged,Chennai,Maharashtra,India,52345,419645,2910,487475,405072,534165,Home,24,12.49367305635406,1,15526,746,0,0,1,235685,0.44323484290927395,530,0,0,0,4,0,0,0,0,0,1
39,Female,Married,3,Graduate,Employed,17,0,Rented,Owned,Hyderabad,Maharashtra,India,82648,844172,8975,468990,269117,123229,Education,24,10.89478823462263,0,8523,510,0,0,9,206644,0.6786630406107653,665,1,1,0,0,0,0,0,0,0,0
66,Female,Married,2,Graduate,Employed,18,0,Owned,Rented,Hyderabad,Maharashtra,India,93500,215588,9722,350244,10000,173050,Vehicle,24,14.505103182293865,0,19675,786,0,0,3,217124,0.7128738635934075,530,0,1,0,0,0,0,0,0,0,0
42,Male,Married,1,High School,Unemployed,2,0,Rented,Rented,Delhi,Maharashtra,India,89261,1050511,16294,309227,13394,450285,Medical,60,9.328646710886481,0,14045,747,0,1,6,257141,0.2554311676357212,685,0,0,0,4,0,0,0,0,0,0
27,Male,Single,0,Postgraduate,Employed,18,0,Rented,Owned,Delhi,Tamil Nadu,India,61627,289443,9913,347175,82288,713724,Medical,60,10.758273854936403,0,27656,486,0,0,11,229295,0.33635394941164265,799,0,0,1,0,1,0,1,0,0,0
53,Male,Divorced,0,High School,Employed,3,0,Rented,Owned,Delhi,Telangana,India,12000,539039,4246,382482,200528,444412,Education,12,9.227360603043573,1,21721,707,0,0,9,166796,0.6858418014318044,801,1,1,0,1,0,0,0,0,0,0
68,Male,Married,2,High School,Employed,4,0,Rented,Mortgaged,Chennai,Karnataka,India,73598,779039,8384,116512,209372,275834,Business,60,10.106356141196605,0,20432,631,0,0,8,259163,0.16274450135485902,639,0,1,0,0,0,0,1,0,0,0
63,Male,Married,2,Postgraduate,Employed,10,0,Owned,Rented,Chennai,Telangana,India,97352,913501,0,381752,14679,50000,Home,36,12.89948433666838,1,18502,670,1,0,1,285626,0.18182778697470192,778,0,0,0,1,0,0,0,0,0,1
35,Female,Married,3,High School,Unemployed,0,1,Owned,Owned,Chennai,Tamil Nadu,India,92143,701719,0,512551,66541,659588,Education,60,9.444702909856842,0,9334,572,0,0,10,127351,0.43570699378170685,699,0,1,0,0,0,0,1,0,0,1
43,Female,Divorced,3,Graduate,Employed,7,0,Owned,Owned,Hyderabad,Telangana,India,75184,1235725,12988,212852,74507,288095,Vehicle,48,9.254633464476413,1,11378,765,0,0,4,179829,0.6531010492783825,869,1,0,1,1,0,0,0,0,0,0
47,Female,Single,1,Graduate,Self Employed,3,0,Owned,Owned,Delhi,Tamil Nadu,India,38830,996971,5751,193615,156502,197563,Medical,48,14.694331085796975,1,17978,900,0,0,1,11974,0.335183326759419,705,1,1,0,1,0,0,1,0,0,0
33,Male,Single,3,Graduate,Self Employed,9,0,Rented,Mortgaged,Chennai,Maharashtra,India,53443,973417,6431,335778,438010,72628,Education,36,9.38724346070603,0,12919,749,0,1,11,235441,0.14860233664317626,392,0,0,0,0,0,0,0,0,0,0
34,Male,Single,2,Graduate,Unemployed,16,0,Owned,Rented,Bengaluru,Karnataka,India,107543,411179,12985,133061,58685,133397,Vehicle,48,13.06040012434115,1,28337,482,1,0,3,296196,0.7775072830445341,818,0,1,0,3,0,0,0,0,0,0
33,Male,Single,1,Graduate,Employed,18,0,Owned,Owned,Hyderabad,Karnataka,India,33831,1289810,16382,12972,52995,238532,Education,60,11.140083871706278,1,16121,751,0,1,4,155556,0.7572379255799738,669,0,1,0,0,0,0,0,0,0,0
69,Male,Married,3,Graduate,Employed,4,0,Owned,Mortgaged,Delhi,Tamil Nadu,India,39747,539080,11206,456589,32691,397453,Medical,36,15.222753413321847,1,19511,698,0,0,2,192676,0.5563309914160206,689,0,0,0,2,0,0,0,0,0,0
57,Male,Divorced,0,Postgraduate,Self Employed,10,0,Owned,Mortgaged,Mumbai,Tamil Nadu,India,85736,1301262,19568,168828,262620,184076,Education,12,13.806625276061638,1,0,598,0,0,7,159081,0.5773134891782704,756,0,0,0,1,0,0,0,0,0,0
62,Male,Divorced,2,Postgraduate,Self Employed,9,0,Owned,Owned,Delhi,Maharashtra,India,55514,1386658,11016,253320,174625,490855,Business,12,8.945726736347952,1,26318,758,1,0,10,143529,0.753586745946492,563,1,1,0,3,0,0,0,0,0,0
61,Male,Married,3,Postgraduate,Employed,8,0,Owned,Owned,Chennai,Tamil Nadu,India,39001,933796,9813,140177,63490,395781,Education,36,15.216010828819858,1,8025,816,0,1,6,202056,0.5507043903138455,728,0,0,0,1,0,0,0,0,1,0
68,Other,Married,2,Graduate,Self Employed,12,0,Rented,Rented,Hyderabad,Telangana,India,98615,1089603,9442,479815,132836,938838,Business,36,11.604241709020268,1,2488,646,1,0,10,105496,0.651888700519099,778,1,1,0,2,0,0,0,0,0,0
27,Male,Married,3,Postgraduate,Employed,19,1,Owned,Owned,Hyderabad,Maharashtra,India,75143,150000,287,403571,77103,75022,Business,60,10.736705867380739,0,34754,539,0,0,11,157648,0.4244611080587928,760,0,0,0,4,0,1,1,0,0,1
64,Other,Divorced,0,Graduate,Employed,8,0,Owned,Owned,Mumbai,Karnataka,India,56600,721499,13735,206666,218465,485525,Business,12,13.545865161721494,0,23371,498,0,0,10,94067,0.25960181870417953,654,1,0,1,0,0,0,0,0,0,0
25,Male,Single,2,Graduate,Self Employed,1,0,Owned,Rented,Bengaluru,Telangana,India,39792,1110649,0,37618,528968,488281,Medical,60,13.884804409245461,1,26725,646,0,0,2,235962,0.6827725062527018,829,0,1,0,2,0,0,1,0,0,1
44,Female,Married,3,Graduate,Employed,18,0,Owned,Mortgaged,Mumbai,Maharashtra,India,110042,1057353,4482,187552,251612,223277,Medical,12,10.774380826531456,1,20453,702,0,0,3,202727,0.5790673506346323,610,0,0,0,2,0,0,0,0,1,0
50,Male,Married,2,Graduate,Employed,18,0,Rented,Owned,Delhi,Maharashtra,India,64462,414082,8137,352627,167911,470955,Home,36,11.137424094977842,1,13882,663,0,1,4,139032,0.30269351990499765,651,1,1,0,3,0,0,0,0,0,0
39,Male,Single,3,Graduate,Unemployed,6,0,Rented,Mortgaged,Hyderabad,Telangana,India,95741,691883,3261,283954,93553,619310,Medical,36,9.672478821300178,1,11644,644,0,0,8,183522,0.5362928858125814,705,0,0,1,2,0,0,0,1,1,1
29,Male,Married,1,High School,Self Employed,10,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,84659,150000,5289,269637,10000,471228,Business,36,12.950826736068807,1,24349,782,1,1,10,159031,0.6715387875011657,752,1,0,0,3,0,0,1,0,0,0
31,Male,Divorced,2,Postgraduate,Self Employed,17,1,Rented,Owned,Mumbai,Tamil Nadu,India,53540,903897,19036,288105,275379,754581,Education,12,15.676817899987164,0,28590,770,1,0,4,288670,0.289241658436396,684,1,0,0,3,0,0,1,0,0,0
61,Female,Divorced,1,Postgraduate,Employed,10,0,Rented,Owned,Mumbai,Telangana,India,53715,215001,14624,386583,268316,50000,Vehicle,48,11.62468346757545,1,14181,741,0,1,8,138103,0.637706476105335,855,1,0,0,3,0,0,0,1,0,0
37,Male,Divorced,3,Graduate,Unemployed,9,0,Owned,Rented,Chennai,Karnataka,India,96818,1119143,3885,242465,119406,264708,Vehicle,12,15.971546361958259,1,39870,809,0,1,3,240329,0.15064037229427527,752,1,1,0,3,0,0,0,0,0,1
36,Female,Married,0,High School,Employed,18,0,Owned,Rented,Bengaluru,Karnataka,India,97175,1134817,5182,331002,337733,774512,Home,48,9.823109533718794,1,12632,647,0,0,6,113005,0.5374641768986488,728,0,0,0,4,0,0,0,0,0,0
66,Male,Single,1,Postgraduate,Employed,16,0,Owned,Owned,Bengaluru,Karnataka,India,23707,637689,337,72354,182743,650645,Business,36,14.470745942813387,0,0,599,0,1,9,257352,0.7992535376430072,748,0,0,0,0,0,0,0,1,0,1
28,Male,Single,0,Graduate,Employed,10,0,Rented,Rented,Hyderabad,Delhi,India,77095,936382,12229,709693,280718,568912,Business,60,15.460811902106926,0,0,662,0,1,5,278544,0.7064623161792649,800,0,1,0,2,0,0,0,0,0,0
65,Male,Married,2,Postgraduate,Self Employed,3,0,Owned,Rented,Hyderabad,Delhi,India,62333,714870,6501,198905,218505,721307,Education,60,13.66040764497438,1,0,654,0,0,2,283028,0.712960636602978,746,0,0,0,4,0,0,0,0,0,0
66,Male,Married,0,Graduate,Unemployed,8,1,Owned,Rented,Hyderabad,Karnataka,India,42266,852572,0,286646,156972,50000,Home,60,9.319947169831494,1,10034,494,0,0,5,319746,0.5762500069867914,520,0,0,0,0,0,1,0,0,0,1
50,Other,Married,1,Graduate,Self Employed,13,0,Rented,Rented,Chennai,Telangana,India,70758,435822,8604,351963,55865,625034,Business,36,10.949060153788414,1,12215,659,0,0,9,207782,0.42283098931709173,839,0,1,0,4,0,1,1,1,1,0
29,Female,Married,3,Graduate,Employed,5,0,Rented,Owned,Hyderabad,Telangana,India,35308,966747,10633,176057,161080,684161,Home,36,9.142493598829686,0,23191,841,0,0,11,297604,0.5740508723715451,733,0,1,0,0,0,0,0,0,0,0
29,Female,Married,1,Postgraduate,Employed,10,0,Rented,Owned,Chennai,Telangana,India,54737,287644,13778,251408,289466,305085,Medical,48,13.013110906868505,1,14656,808,0,0,7,334297,0.32483463597849116,795,0,0,0,3,0,0,0,0,0,0
35,Male,Married,0,Graduate,Employed,13,0,Rented,Owned,Hyderabad,Maharashtra,India,47433,231020,7559,249221,113942,1028432,Home,48,15.986116068691985,1,25120,777,0,0,8,73405,0.4869379761932665,675,0,1,1,0,0,0,0,0,0,0
49,Male,Single,0,Graduate,Employed,1,1,Owned,Mortgaged,Bengaluru,Delhi,India,54004,743421,5763,85473,237166,493196,Vehicle,48,11.310659599264444,1,15538,734,0,0,5,122692,0.4777759373145154,519,1,0,0,3,0,0,0,1,1,0
29,Female,Single,0,Graduate,Employed,11,1,Rented,Mortgaged,Mumbai,Tamil Nadu,India,63427,716627,19917,328946,39244,50000,Education,36,9.72208781894696,1,15162,879,0,0,11,37908,0.48061124564644786,469,1,0,0,4,0,0,0,0,0,0
43,Male,Single,3,High School,Employed,14,1,Owned,Rented,Hyderabad,Karnataka,India,42657,861690,8039,5000,281407,533879,Home,36,10.514801460002689,1,8069,603,0,0,10,280808,0.3883913133163054,616,0,0,0,4,0,0,1,0,0,0
27,Male,Single,2,Graduate,Self Employed,4,0,Owned,Owned,Hyderabad,Delhi,India,99609,585147,12317,565487,220682,291630,Medical,12,12.781014769076418,1,32071,613,0,0,11,36689,0.3469612812529149,776,0,1,1,2,0,0,0,0,0,0
47,Male,Married,3,Graduate,Self Employed,10,0,Rented,Rented,Delhi,Delhi,India,75852,1345707,4762,392734,23725,706298,Medical,12,12.767213401257022,1,0,843,0,1,10,10914,0.33124816004777247,862,1,0,0,4,0,0,0,0,0,0
23,Female,Married,0,Graduate,Self Employed,14,0,Owned,Owned,Bengaluru,Maharashtra,India,104480,828181,12139,365042,150878,570547,Medical,60,10.223656247022296,1,18615,723,0,0,7,75747,0.25731160079563115,753,0,1,0,0,0,1,0,0,0,0
56,Female,Single,1,High School,Employed,0,0,Owned,Owned,Bengaluru,Delhi,India,61478,849864,0,5000,301087,318457,Education,60,14.130285554033687,0,12820,646,0,0,11,14860,0.40698307145649404,604,0,0,0,1,0,1,0,0,0,1
24,Female,Married,0,Postgraduate,Employed,12,0,Owned,Owned,Chennai,Karnataka,India,52926,839170,5227,107344,16325,780539,Medical,48,9.160092186200202,1,24381,780,1,0,7,205855,0.18242195754483567,633,1,0,0,0,0,0,0,0,0,0
31,Female,Married,1,High School,Employed,5,0,Owned,Mortgaged,Chennai,Karnataka,India,103685,1080872,750,500082,40776,656679,Home,24,13.172802120730168,1,14750,671,0,1,7,76968,0.7311014796246568,869,0,1,0,3,0,0,1,0,0,1
30,Male,Single,2,Graduate,Employed,7,0,Owned,Owned,Delhi,Karnataka,India,52282,952805,4370,997223,170965,267857,Education,12,11.692742117127864,1,15103,627,0,0,8,19423,0.14877865979953295,575,0,1,1,4,0,0,0,0,0,0
61,Female,Single,3,Graduate,Employed,12,1,Owned,Rented,Hyderabad,Delhi,India,61077,912605,15502,465044,457332,416550,Education,12,9.45381264882435,1,11800,624,0,0,3,176022,0.6861931003239967,900,0,0,1,4,0,0,1,0,0,0
24,Male,Single,1,Postgraduate,Employed,0,0,Rented,Mortgaged,Hyderabad,Delhi,India,80841,1000795,4326,436649,92564,563721,Vehicle,48,13.257885640717406,1,31719,755,0,0,10,181625,0.2688738858550665,900,0,0,0,2,1,0,0,0,0,0
42,Female,Married,3,Graduate,Employed,0,1,Rented,Rented,Hyderabad,Telangana,India,37770,232615,12309,344495,244385,369862,Business,48,13.547870636461973,0,15028,742,0,0,4,2370,0.6972534256345434,900,0,1,0,0,1,0,1,0,1,0
50,Male,Single,2,High School,Employed,8,0,Owned,Owned,Bengaluru,Karnataka,India,80648,243945,17103,97450,213817,376432,Business,24,11.800152217233936,0,38635,886,0,0,8,112198,0.6041863363230601,761,0,0,1,0,0,0,1,0,1,0
46,Other,Single,1,High School,Employed,18,0,Owned,Mortgaged,Mumbai,Delhi,India,77833,757182,7834,429131,103362,458079,Medical,12,14.484946145990612,0,18266,688,0,0,10,172909,0.7446825848834421,682,1,0,1,3,0,0,0,0,0,0
54,Male,Single,3,Graduate,Employed,0,0,Rented,Rented,Hyderabad,Tamil Nadu,India,92925,720697,13962,51782,200947,215524,Education,12,12.319874383078641,0,15261,686,0,0,2,146101,0.7091630819004918,759,1,0,0,4,0,0,0,0,0,0
60,Male,Married,1,High School,Employed,15,0,Owned,Owned,Mumbai,Karnataka,India,84580,953942,11186,32094,121781,50000,Education,48,10.643158390739067,0,13256,878,0,0,4,148699,0.5907612664978865,819,0,1,0,4,0,0,1,0,1,0
40,Male,Single,0,Postgraduate,Employed,1,0,Owned,Rented,Mumbai,Karnataka,India,93599,786005,8698,20764,133485,502609,Medical,48,15.652009584536177,1,21770,828,1,1,11,292032,0.20617517616431336,648,0,0,1,3,0,0,1,0,1,0
61,Male,Married,3,Graduate,Employed,9,0,Owned,Mortgaged,Delhi,Delhi,India,62570,954559,12501,425630,10000,50000,Vehicle,24,15.580330283124031,0,7939,735,0,0,4,383921,0.4843317238632413,598,0,0,0,4,0,0,0,0,0,0
37,Male,Single,3,Graduate,Employed,8,0,Owned,Owned,Mumbai,Tamil Nadu,India,46021,406321,19039,239665,176823,231531,Vehicle,48,9.217160460387587,1,16748,548,1,1,8,150236,0.337879637537816,688,0,0,0,2,0,0,1,0,0,0
69,Female,Married,0,Graduate,Employed,9,1,Owned,Owned,Chennai,Maharashtra,India,111419,776776,4176,268154,296882,60251,Business,60,15.595609619112874,1,15097,630,0,0,7,54421,0.7200429449482969,635,0,0,0,0,0,0,1,0,1,0
46,Male,Married,3,High School,Employed,1,0,Rented,Owned,Bengaluru,Telangana,India,31412,377682,2244,247227,187465,87342,Education,36,14.316117855537374,0,18902,604,0,0,10,157714,0.7105599458383495,856,0,0,0,2,1,0,0,1,0,1
57,Female,Married,3,Graduate,Unemployed,15,0,Rented,Owned,Delhi,Karnataka,India,33616,896057,1892,47371,321766,543798,Business,24,9.29983121917926,1,19200,724,0,0,6,198457,0.3198262166790976,652,0,0,0,0,1,0,0,0,0,1
64,Male,Single,3,Graduate,Employed,5,0,Owned,Rented,Mumbai,Karnataka,India,77432,216514,13966,129268,255442,401092,Medical,12,12.39493953889161,1,19823,664,1,1,5,174938,0.5701897054945964,730,0,1,0,3,0,0,0,1,0,0
60,Female,Married,1,Postgraduate,Employed,15,0,Owned,Owned,Delhi,Delhi,India,100749,884493,14776,138323,172259,393151,Education,48,8.762134825581992,1,16138,896,0,0,1,238015,0.3367993789400494,828,0,0,1,1,0,0,0,0,1,0
62,Male,Married,2,Graduate,Employed,13,0,Owned,Owned,Chennai,Karnataka,India,69170,339300,4777,5000,98369,160501,Education,36,12.916428029206575,1,33827,547,0,0,6,390131,0.5747333467739236,860,0,0,0,1,0,0,1,0,0,0
47,Female,Single,2,Graduate,Employed,11,0,Owned,Owned,Chennai,Tamil Nadu,India,86984,664941,0,159242,116785,305713,Home,24,15.4989073140114,1,20070,592,0,0,7,17253,0.5297097310755795,742,1,1,1,0,0,0,1,0,0,1
24,Female,Single,2,Postgraduate,Employed,6,0,Rented,Owned,Delhi,Karnataka,India,21092,1048478,3951,55364,10000,532820,Business,12,11.261573031140935,0,46271,746,1,0,8,131827,0.45766356671645547,762,0,0,1,4,0,0,0,1,0,0
45,Male,Divorced,2,Graduate,Self Employed,13,0,Owned,Owned,Mumbai,Maharashtra,India,54010,848213,11287,353981,145279,438540,Vehicle,60,12.314688805383685,1,15598,777,0,0,9,326408,0.714884209847339,608,1,0,0,2,0,0,0,1,0,0
30,Other,Married,2,Graduate,Employed,19,0,Rented,Rented,Bengaluru,Karnataka,India,23773,286301,7599,368974,198979,630988,Education,60,10.206702444270071,0,26506,435,0,1,9,130405,0.27223518597757307,832,0,0,0,3,0,1,0,0,0,0
64,Male,Single,2,Graduate,Employed,18,0,Owned,Owned,Chennai,Delhi,India,82169,578281,9082,17144,403004,662320,Medical,36,12.557096799466695,1,6287,529,0,0,6,255001,0.658226665009243,858,0,0,1,2,0,0,0,0,0,0
33,Male,Single,2,Graduate,Employed,18,1,Owned,Owned,Mumbai,Maharashtra,India,30960,329586,4859,196606,248681,394511,Education,24,14.519310015575229,0,31809,691,0,0,1,239935,0.5826554060806051,514,1,1,0,3,1,0,0,0,0,0
